17
0	4	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000
4	0	3	1	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000
1000000	3	0	1000000	3	3	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000
1000000	1	1000000	0	1000000	1000000	1000000	1000000	1000000	3	2	1000000	1000000	1000000	1000000	1000000	1000000
1000000	1000000	3	1000000	0	1000000	2	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000
1000000	1000000	3	1000000	1000000	0	1000000	1000000	-1	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000
1000000	1000000	1000000	1000000	2	1000000	0	1	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000
1000000	1000000	1000000	1000000	1000000	1000000	1	0	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000
1000000	1000000	1000000	1000000	1000000	-1	1000000	1000000	0	5	1000000	1000000	1000000	1000000	1000000	1000000	1000000
1000000	1000000	1000000	3	1000000	1000000	1000000	1000000	5	0	1000000	1000000	1000000	1000000	1000000	1000000	1000000
1000000	1000000	1000000	2	1000000	1000000	1000000	1000000	1000000	1000000	0	9	10	1000000	1000000	1000000	1000000
1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	9	0	1000000	1000000	1000000	1000000	1000000
1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	10	1000000	0	6	1000000	1000000	1000000
1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	6	0	5	1000000	5
1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	5	0	-1	1000000
1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	-1	0	1000000
1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	5	1000000	1000000	0
